CPU Total,CPU Package Temperature,Memory,Used Memory,Temperature,Used Space
49.02043,49,90.2584457,3.53439713,41,92.13623
42.1875,51,90.51796,3.54455948,41,92.13623
39.84375,51,90.63662,3.54920578,41,92.13623
36.71875,50,90.56599,3.54644012,41,92.13623
51.953125,52,90.95147,3.561535,41,92.13623
53.125,50,91.21956,3.572033,41,92.13623
55.859375,51,91.3574,3.57743073,41,92.13623
59.765625,52,91.40689,3.57936859,41,92.13966
66.015625,50,91.3424,3.57684326,41,92.13966
45.3125,49,91.44459,3.58084488,41,92.13966
24.21875,49,91.39725,3.578991,41,92.13966
50,51,91.7130661,3.59135818,41,92.13966
32.421875,49,91.67177,3.58974075,41,92.13966
64.84375,52,91.7488251,3.59275818,41,92.13966
73.4375,52,91.8513,3.59677124,41,92.13966
46.484375,50,91.4889145,3.58258057,41,92.13966
29.6875,51,91.36665,3.57779312,41,92.13966
67.578125,50,83.87805,3.28454971,41,92.13966
37.890625,52,83.87104,3.284275,41,92.13966
38.28125,50,84.00489,3.28951645,41,92.13966
46.09375,52,84.5248,3.30987549,41,92.13966
46.484375,52,84.2678146,3.29981232,41,92.13966
71.484375,53,84.850174,3.32261658,41,92.13966
43.359375,50,85.01802,3.3291893,41,92.13966
51.953125,51,85.34739,3.34208679,41,92.13966
71.484375,52,85.34261,3.34189987,41,92.13966
79.296875,52,85.91084,3.364151,41,92.13966
37.5,49,85.75254,3.357952,41,92.13966
29.6875,50,85.89584,3.36356354,41,92.13966
58.59375,52,86.2066956,3.37573624,41,92.13966
83.59375,53,86.4667053,3.38591766,41,92.13966
45.703125,50,86.37182,3.38220215,41,92.13966
46.875,52,86.46563,3.3858757,41,92.13966
46.09375,51,86.25034,3.37744522,41,92.13966
45.703125,51,86.38477,3.3827095,41,92.13966
22.65625,49,86.19111,3.375126,41,92.13966
14.453125,51,86.26992,3.378212,41,92.13966
90.234375,53,86.61643,3.39178085,41,92.14083
46.484375,51,86.45725,3.38554764,41,92.14083
67.578125,52,86.82305,3.39987183,41,92.14083
75.78125,50,87.38417,3.42184448,41,92.14083
50.78125,51,87.51997,3.42716217,41,92.14083
30.859375,50,87.51013,3.426777,41,92.14083
30.078125,50,87.39459,3.42225266,41,92.14083
42.578125,49,87.55835,3.42866516,41,92.14083
54.296875,52,87.86755,3.440773,41,92.14083
76.171875,53,87.802475,3.43822479,41,92.14083
80.078125,50,87.96322,3.444519,41,92.14083
45.3125,52,88.17013,3.45262146,41,92.14083
55.078125,51,88.7706,3.47613525,41,92.14083
42.578125,51,88.7463455,3.47518539,41,92.14083
51.5625,52,89.1916351,3.49262238,41,92.14083
51.953125,53,89.29802,3.496788,41,92.14083
55.078125,52,89.5963058,3.50846863,41,92.14083
52.34375,50,89.63741,3.51007843,41,92.14083
30.078125,49,89.6762848,3.51160049,41,92.14083
45.703125,52,89.77818,3.51559067,41,92.14083
31.640625,52,89.74311,3.51421738,41,92.14083
51.5625,50,89.89577,3.520195,41,92.14083
55.078125,52,90.2335052,3.53342056,41,92.14083
55.078125,53,90.60876,3.54811478,41,92.14083
58.984375,52,90.7079239,3.55199814,41,92.14083
62.890625,52,90.88367,3.55887985,41,92.14083
31.640625,50,90.94669,3.561348,41,92.14083
31.25,52,90.75215,3.55373,41,92.14083
52.734375,50,89.7397,3.51408386,41,92.14083
38.671875,51,89.85261,3.518505,41,92.14083
62.109375,53,90.01169,3.5247345,41,92.14197
59.375,52,89.9209,3.5211792,41,92.14197
49.609375,51,89.97009,3.52310562,41,92.14197
55.078125,52,89.77545,3.51548386,41,92.14197
64.0625,53,89.73931,3.5140686,41,92.14197
40.234375,52,89.78393,3.51581573,41,92.14197
48.828125,50,89.85514,3.51860428,41,92.14197
55.46875,52,90.10531,3.52840042,41,92.14197
51.171875,52,90.2263947,3.533142,41,92.14197
52.6923065,52,90.5152359,3.54445267,41,92.14197
68.25397,53,90.66614,3.55036163,41,92.14197
46.484375,50,90.5694,3.54657364,41,92.14197
41.796875,53,90.77348,3.55456543,41,92.14197
82.8125,53,91.15488,3.5695,41,92.14197
72.65625,50,91.1615,3.56975937,41,92.14197
53.125,53,91.21459,3.57183838,41,92.14197
45.3125,51,91.37055,3.57794571,41,92.14197
54.6875,53,91.74015,3.59241867,41,92.14197
55.078125,51,91.79704,3.59464645,41,92.14197
62.5,53,91.97882,3.60176468,41,92.14197
82.8125,53,91.71921,3.59159851,41,92.14197
42.578125,50,91.61341,3.58745575,41,92.14197
25.390625,51,91.74366,3.592556,41,92.14197
54.6875,53,91.90839,3.59900665,41,92.14197
59.765625,53,91.94589,3.60047531,41,92.14197
52.734375,52,91.81234,3.59524536,41,92.14197
41.40625,51,91.60309,3.58705139,41,92.14197
47.265625,53,91.38419,3.57847977,41,92.14197
64.453125,53,91.73723,3.59230423,41,92.14197
48.828125,51,91.61624,3.58756638,41,92.14197
60.546875,54,91.680336,3.59007645,41,92.142
59.375,53,91.767334,3.593483,41,92.142
48.828125,53,92.22597,3.61144257,41,92.142
54.6875,53,92.0278244,3.60368347,41,92.142
50.390625,53,92.08861,3.60606384,41,92.142
64.0625,54,92.27847,3.61349869,41,92.142
59.375,54,92.44681,3.62009048,41,92.142
41.796875,51,92.49971,3.62216187,41,92.142
56.25,52,92.2737045,3.61331177,41,92.142
48.046875,53,92.25626,3.612629,41,92.142
81.640625,54,92.46863,3.620945,41,92.142
49.609375,51,92.52435,3.623127,41,92.142
50,53,92.54978,3.62412262,41,92.142
57.421875,51,92.84797,3.63579941,41,92.142
68.75,54,93.02702,3.64281082,41,92.142
72.265625,52,92.77881,3.633091,41,92.142
75.78125,54,93.15279,3.6477356,41,92.142
56.640625,53,93.055954,3.64394379,41,92.142
64.453125,53,92.61846,3.626812,41,92.142
73.046875,54,92.32348,3.615261,41,92.142
66.015625,51,92.37015,3.61708832,41,92.142
59.615387,54,92.39586,3.6180954,41,92.142
73.4375,55,92.5782242,3.62523651,41,92.142
71.875,54,92.56576,3.62474823,41,92.142
73.828125,54,92.61475,3.626667,41,92.142
67.578125,53,92.59722,3.62598038,41,92.142
72.265625,54,92.75328,3.63209152,41,92.142
87.890625,55,92.50682,3.62244034,41,92.142
69.140625,54,92.63132,3.62731552,41,92.142
66.40625,53,92.6646347,3.62862015,41,92.142
83.203125,55,92.97422,3.64074326,42,92.1413345
73.046875,53,93.02001,3.64253616,42,92.1413345
59.375,53,93.3121643,3.65397644,42,92.1413345
75.390625,55,92.26493,3.61296844,42,92.1413345
47.65625,51,91.503624,3.58315659,42,92.1413345
34.375,51,91.4443,3.58083344,42,92.1413345
44.140625,53,91.41595,3.57972336,42,92.1413345
58.984375,53,91.5933456,3.58667,42,92.1413345
53.125,54,91.5076141,3.583313,42,92.1413345
29.6875,51,91.463,3.58156586,42,92.1413345
75.78125,54,91.678,3.589985,42,92.1413345
62.109375,55,93.09463,3.64545822,42,92.1413345
84.375,54,92.12719,3.60757446,42,92.1413345
45.3125,51,92.2814941,3.613617,42,92.1413345
73.828125,54,92.29406,3.614109,42,92.1413345
91.796875,55,92.43785,3.61973953,42,92.1413345
74.21875,54,92.8677444,3.63657379,42,92.1413345
65.625,53,92.90545,3.63805,42,92.1413345
79.6875,53,92.18291,3.60975647,42,92.1413345
36.328125,51,92.00444,3.602768,42,92.1413345
48.046875,53,91.89281,3.5983963,42,92.1413345
59.765625,53,91.38838,3.5786438,42,92.1413345
42.3076935,52,91.3654861,3.57774734,42,92.1413345
40.625,51,91.38127,3.57836533,42,92.1413345
67.96875,53,91.4123459,3.57958221,42,92.1413345
51.171875,54,91.42267,3.57998657,42,92.1413345
30.078125,52,91.36461,3.577713,42,92.1413345
44.53125,50,91.28142,3.57445526,42,92.1413345
61.71875,54,91.5315857,3.5842514,42,92.1413345
63.671875,51,91.47021,3.58184814,42,92.1413345
63.28125,54,91.4453659,3.5808754,42,92.14445
49.21875,52,90.75371,3.553791,42,92.14445
50.78125,55,90.93588,3.56092453,42,92.14445
94.140625,55,91.07801,3.56649017,42,92.14445
60.546875,51,90.96628,3.56211472,42,92.14445
62.109375,54,90.9103546,3.559925,42,92.14445
86.71875,54,91.33821,3.57667923,42,92.14445
73.4375,55,91.4776154,3.582138,42,92.14445
47.65625,53,91.47226,3.58192825,42,92.14445
37.890625,50,91.36363,3.57767487,42,92.14445
70.703125,53,91.55058,3.58499527,42,92.14445
68.359375,53,91.5898361,3.58653259,42,92.14445
79.6875,55,91.749794,3.59279633,42,92.14445
89.84375,54,92.31802,3.61504745,42,92.14445
79.6875,54,92.10546,3.60672379,42,92.14445
69.140625,54,92.299324,3.614315,42,92.14445
93.75,54,92.06572,3.60516739,42,92.14445
99.21875,55,92.421875,3.619114,42,92.14445
99.609375,55,92.2359,3.61183167,42,92.14445
98.4375,55,92.79585,3.63375854,42,92.14445
61.71875,54,92.5380859,3.62366486,42,92.14445
56.640625,52,92.59332,3.62582779,42,92.14445
75.390625,55,92.0461349,3.60440063,42,92.14445
85.9375,55,92.0127258,3.60309219,42,92.14445
92.578125,55,92.07682,3.60560226,42,92.14445
83.59375,52,91.99665,3.60246277,42,92.14445
82.03125,55,92.13508,3.60788345,42,92.14445
55.46875,53,92.36498,3.61688614,42,92.14445
67.578125,54,92.62314,3.626995,42,92.14445
64.453125,54,92.241066,3.61203384,42,92.14445
90.625,55,92.3966446,3.618126,42,92.14407
100,55,92.92065,3.63864517,42,92.14407
97.58065,55,92.4076462,3.618557,42,92.14407
68.359375,54,91.974144,3.60158157,42,92.14407
66.015625,55,91.79441,3.59454346,42,92.14407
68.359375,52,91.58205,3.58622742,42,92.14407
48.828125,54,91.59422,3.58670425,42,92.14407
71.875,55,91.72593,3.59186172,42,92.14407
95.703125,55,91.83484,3.59612656,42,92.14407
81.25,54,92.08462,3.60590744,42,92.14407
73.828125,55,91.87819,3.597824,42,92.14407
68.75,55,92.2159348,3.61104965,42,92.14407
100,56,92.7677,3.632656,42,92.14407
56.25,55,92.70399,3.63016129,42,92.14407
74.609375,55,92.6824646,3.62931824,42,92.14407
89.84375,56,92.30955,3.61471558,42,92.14407
97.265625,56,92.77413,3.63290787,42,92.14407
87.890625,56,93.0551758,3.64391327,42,92.14407
94.140625,56,93.25352,3.65168,42,92.14407
80.078125,55,93.10847,3.646,42,92.14407
92.578125,56,93.00228,3.641842,42,92.14407
91.796875,56,93.1674042,3.6483078,42,92.14407
74.609375,55,93.28771,3.653019,42,92.14407
71.875,56,93.2219543,3.650444,42,92.14407
62.5,56,92.87661,3.636921,42,92.14407
80.46875,55,92.79926,3.633892,42,92.14407
85.9375,56,92.98338,3.64110184,42,92.14407
68.359375,55,92.95562,3.64001465,42,92.14407
72.65625,56,92.90905,3.63819122,42,92.14407
66.015625,54,93.0167,3.64240646,42,92.14407
72.65625,56,93.34158,3.65512848,42,92.14357
88.257576,57,93.32414,3.65444565,42,92.14357
91.1290359,56,93.42526,3.6584053,42,92.14357
63.671875,55,93.37997,3.65663147,42,92.14357
79.23077,56,93.13262,3.646946,42,92.14357
81.349205,55,92.88733,3.63734055,42,92.14357
90.234375,57,93.06541,3.64431381,42,92.14357
77.734375,55,93.25605,3.65177917,42,92.14357
85.15625,55,93.39243,3.65711975,42,92.14357
71.09375,55,93.2286758,3.65070724,42,92.14357
75,56,93.2693939,3.65230179,42,92.14357
67.1875,56,93.20851,3.6499176,42,92.14357
75.390625,56,93.19458,3.649372,42,92.14357
60.9375,56,92.81475,3.6344986,42,92.14357
69.921875,53,92.85713,3.636158,42,92.14357
63.28125,55,92.79955,3.6339035,42,92.14357
73.4375,55,92.86765,3.63657,42,92.14357
78.90625,54,92.83073,3.63512421,42,92.14357
79.6875,55,93.0116348,3.642208,42,92.14357
78.125,55,93.0701752,3.64450073,42,92.14357
81.25,56,93.08694,3.64515686,42,92.14357
76.171875,55,93.28956,3.65309143,42,92.14357
83.59375,56,93.07768,3.64479446,42,92.14357
72.65625,56,93.01611,3.64238358,42,92.14357
94.921875,55,93.49082,3.6609726,42,92.14357
61.328125,54,93.19468,3.649376,42,92.14357
67.96875,56,93.43384,3.658741,42,92.14357
66.796875,55,93.4427948,3.659092,42,92.14357
79.296875,56,91.22287,3.57216263,42,92.14357
86.328125,57,90.9530258,3.561596,42,92.14357
80.078125,55,89.6470642,3.510456,42,92.1429
45.3125,52,87.96555,3.4446106,42,92.1429
35.15625,52,87.88392,3.44141388,42,92.1429
66.796875,52,87.97763,3.44508362,42,92.1429
62.5,55,88.15483,3.45202255,42,92.1429
73.4375,55,88.3705139,3.46046829,42,92.1429
56.640625,55,88.46579,3.464199,42,92.1429
65.234375,55,88.58337,3.46880341,42,92.1429
91.40625,55,88.9857941,3.484562,42,92.1429
58.984375,55,88.95686,3.483429,42,92.1429
89.453125,55,89.147995,3.49091339,42,92.1429
92.1875,56,89.24239,3.49460983,42,92.1429
85.9375,56,89.70989,3.51291656,42,92.1429
79.296875,55,90.14457,3.52993774,42,92.1429
87.5,55,90.8482056,3.5574913,42,92.1429
70.703125,53,90.76297,3.55415344,42,92.1429
77.734375,55,90.69478,3.55148315,42,92.1429
61.71875,56,90.66711,3.55039978,42,92.1429
75.390625,56,91.25658,3.57348251,42,92.1429
79.6875,54,91.48589,3.58246231,42,92.1429
86.328125,56,91.38477,3.57850266,42,92.1429
87.5,53,91.49398,3.582779,42,92.1429
83.59375,56,91.50596,3.58324814,42,92.1429
86.71875,56,91.793045,3.59449,42,92.1429
71.484375,55,91.78662,3.59423828,42,92.1429
65.625,55,91.73801,3.59233475,42,92.1429
79.296875,55,91.88433,3.59806442,42,92.1429
94.921875,56,91.90274,3.5987854,42,92.1429
57.03125,55,92.21067,3.61084366,42,92.1429
85.546875,56,92.32952,3.61549759,42,92.1429
91.40625,56,91.97736,3.60170746,42,92.14283
78.90625,55,91.45102,3.58109665,42,92.14283
73.046875,53,91.69797,3.590767,42,92.14283
56.25,55,91.66446,3.58945465,42,92.14283
65.625,55,92.34823,3.61623,42,92.14283
56.640625,55,92.45538,3.62042618,42,92.14283
82.8125,56,92.64096,3.62769318,42,92.14283
63.671875,55,92.8846,3.63723373,42,92.14283
75.390625,53,92.42168,3.61910629,42,92.14283
46.09375,55,92.5242538,3.62312317,42,92.14283
98.828125,56,92.187294,3.60992813,42,92.14283
92.1875,56,92.54433,3.623909,42,92.14283
87.890625,56,93.0192261,3.64250565,42,92.14283
98.9436646,56,93.79846,3.67301941,42,92.14283
65.49539,54,93.54606,3.66313553,42,92.14283
79.296875,56,93.95531,3.679161,42,92.14283
79.6875,54,92.28929,3.613922,42,92.14283
71.875,55,92.8677444,3.63657379,42,92.14283
77.34375,54,92.86804,3.63658524,42,92.14283
50.390625,54,94.82932,3.71338654,42,92.14283
73.828125,56,93.53281,3.66261673,42,92.14283
80.859375,54,93.46111,3.659809,42,92.14283
67.1875,56,93.47446,3.66033173,42,92.14283
66.40625,56,93.515564,3.66194153,42,92.14283
84.375,56,93.698616,3.66910934,42,92.14283
44.53125,52,93.67075,3.66801834,42,92.14283
61.71875,55,93.47991,3.66054535,42,92.14283
37.890625,53,93.47173,3.660225,42,92.14283
44.140625,54,93.53378,3.66265488,42,92.14283
45.703125,52,93.50661,3.66159058,42,92.14283
68.75,55,93.69063,3.66879654,42,92.14208
58.0295143,53,93.9365,3.67842484,42,92.14208
61.88702,55,93.89072,3.676632,42,92.14208
50,52,93.72189,3.670021,42,92.14208
47.65625,55,93.71634,3.66980362,42,92.14208
26.953125,54,93.8006058,3.67310333,42,92.14208
58.59375,55,94.0025558,3.6810112,42,92.14208
33.59375,52,94.1120453,3.685299,42,92.14208
28.90625,53,94.35296,3.69473267,42,92.14208
58.203125,54,94.29412,3.69242859,42,92.14208
71.484375,55,94.29529,3.69247437,42,92.14208
55.078125,55,93.71956,3.6699295,42,92.14208
48.046875,55,94.20888,3.68909073,42,92.14208
59.375,55,94.7558746,3.71051025,42,92.14208
17.81984,53,92.31793,3.61504364,42,92.14208
23.9942551,54,92.58768,3.62560654,42,92.14208
49.3589745,55,93.10437,3.64583969,42,92.14208
23.828125,52,92.9563,3.64004135,42,92.14208
31.640625,52,92.39089,3.61790085,42,92.14208
25.78125,52,92.3709259,3.61711884,42,92.14208
25.78125,52,92.38446,3.617649,42,92.14208
19.53125,52,92.46776,3.62091064,42,92.14208
44.140625,54,92.9076843,3.63813782,42,92.14208
41.796875,52,92.73682,3.63144684,42,92.14208
49.609375,54,92.83891,3.63544464,42,92.14208
40.384613,53,92.73468,3.631363,42,92.14208
63.51352,53,92.72026,3.63079834,42,92.14208
51.953125,54,92.7515259,3.63202286,42,92.14208
42.96875,54,92.92619,3.63886261,42,92.14208
85.56338,55,92.56186,3.62459564,42,92.14208
61.84211,54,92.77189,3.63282013,42,92.1347656
64.453125,53,92.91957,3.63860321,42,92.1347656
30.859375,54,92.87505,3.63686,42,92.1347656
55.078125,54,93.047,3.64359283,42,92.1347656
55.859375,54,93.24806,3.65146637,42,92.1347656
60.0000038,56,93.33301,3.65479279,42,92.1347656
37.06897,54,93.29151,3.65316772,42,92.1347656
51.953125,54,93.5110855,3.661766,42,92.1347656
75,54,93.36964,3.656227,42,92.1347656
67.96875,55,93.39292,3.65713882,42,92.1347656
49.609375,54,93.42146,3.65825653,42,92.1347656
32.421875,54,93.64552,3.66703033,42,92.1347656
64.453125,55,93.6880951,3.66869736,42,92.1347656
40.625,54,93.7715759,3.67196655,42,92.1347656
45.2205849,55,93.9205246,3.67779922,42,92.1347656
36.9897957,55,93.81084,3.67350388,42,92.1347656
19.3990345,53,94.1768341,3.68783569,42,92.1347656
50.390625,54,93.94644,3.678814,42,92.1347656
55.46875,55,93.88585,3.67644119,42,92.1347656
57.421875,54,94.02418,3.681858,42,92.1347656
32.8125,53,93.9817047,3.68019485,42,92.1347656
28.125,53,94.11682,3.68548584,42,92.1347656
38.28125,54,94.09558,3.68465424,42,92.1347656
65.234375,54,93.92179,3.67784882,42,92.1347656
66.53847,55,94.09052,3.68445587,42,92.1347656
81.53846,55,94.34507,3.69442368,42,92.1347656
47.17742,55,94.4418,3.69821167,42,92.1347656
57.8125,55,94.18648,3.68821335,42,92.1347656
83.984375,55,94.55412,3.70261,42,92.1347656
81.25,53,94.16816,3.68749619,42,92.13475
17.1875,54,94.3359146,3.694065,42,92.13475
78.90625,55,94.57214,3.70331573,42,92.13475
37.890625,55,94.35247,3.69471359,42,92.13475
76.953125,54,94.404686,3.69675827,42,92.13475
30.859375,55,94.2886658,3.692215,42,92.13475
84.375,56,94.22291,3.68964,42,92.13475
69.921875,55,94.6657639,3.70698166,42,92.13475
64.35185,56,93.72287,3.6700592,42,92.13475
93.359375,56,94.23586,3.6901474,42,92.13475
73.828125,56,94.42476,3.697544,42,92.13475
72.65625,56,94.31243,3.69314575,42,92.13475
79.296875,56,94.08838,3.684372,42,92.13475
41.40625,55,93.08723,3.6451683,42,92.13475
70.703125,56,93.2870255,3.65299225,42,92.13475
75.390625,55,93.312355,3.653984,42,92.13475
64.453125,54,93.45448,3.65954971,42,92.13475
29.296875,55,93.57168,3.66413879,42,92.13475
90.625,57,93.46277,3.659874,42,92.13475
55.46875,55,93.5361252,3.66274643,42,92.13475
64.453125,56,93.63588,3.66665268,42,92.13475
81.25,56,93.565155,3.66388321,42,92.13475
68.359375,56,93.64718,3.66709518,42,92.13475
69.140625,56,94.06675,3.683525,42,92.13475
83.203125,55,93.7024155,3.669258,42,92.13475
42.578125,57,93.79944,3.67305756,42,92.13475
98.046875,56,93.8114243,3.67352676,42,92.13475
55.859375,56,93.81074,3.6735,42,92.13475
91.796875,56,93.9741058,3.67989731,42,92.13475
57.8125,57,93.89218,3.67668915,43,92.1347656
88.671875,56,94.07727,3.683937,43,92.1347656
29.296875,55,93.94771,3.67886353,43,92.1347656
60.546875,55,94.09179,3.68450546,43,92.1347656
69.53125,56,94.03402,3.68224335,43,92.1347656
70.703125,53,93.97274,3.679844,43,92.1347656
29.296875,55,94.0308,3.68211746,43,92.1347656
79.6875,56,93.78765,3.672596,43,92.1347656
80.02232,53,93.93212,3.67825317,43,92.1347656
45.8894272,56,93.84542,3.674858,43,92.1347656
58.59375,55,93.9488754,3.6789093,43,92.1347656
52.34375,55,93.9892044,3.68048859,43,92.1347656
73.046875,55,94.15745,3.68707657,43,92.1347656
68.75,56,94.2168655,3.68940353,43,92.1347656
48.4375,55,93.9595947,3.679329,43,92.1347656
61.71875,56,93.92101,3.6778183,43,92.1347656
72.265625,56,93.95833,3.67927933,43,92.1347656
68.359375,56,93.9164352,3.677639,43,92.1347656
89.0625,57,94.027,3.68196869,43,92.1347656
57.8125,56,94.18229,3.68804932,43,92.1347656
75.390625,56,94.075325,3.68386078,43,92.1347656
34.765625,55,94.02613,3.68193436,43,92.1347656
58.59375,56,94.24054,3.69033051,43,92.1347656
64.453125,55,93.85643,3.67528915,43,92.1347656
60.15625,56,93.5823,3.6645546,43,92.1347656
72.265625,56,93.4276,3.65849686,43,92.1347656
28.125,54,93.28908,3.65307236,43,92.1347656
54.296875,55,92.4689255,3.62095642,43,92.1347656
57.421875,56,91.44011,3.5806694,43,92.1347656
80.078125,55,91.25969,3.57360458,43,92.1347656
19.53125,54,91.14601,3.56915283,43,92.13484
51.171875,55,91.248,3.57314682,43,92.13484
43.55159,55,91.32379,3.57611465,43,92.13484
64.21875,56,91.29145,3.57484818,43,92.13484
63.671875,55,91.4600754,3.58145142,43,92.13484
79.296875,56,91.56451,3.58554077,43,92.13484
53.90625,56,91.7425842,3.592514,43,92.13484
79.6875,56,91.7889557,3.59432983,43,92.13484
53.125,55,91.4816055,3.58229446,43,92.13484
76.171875,56,91.4708939,3.58187485,43,92.13484
69.53125,56,91.51395,3.583561,43,92.13484
67.578125,56,91.7604141,3.59321213,43,92.13484
54.296875,56,91.79607,3.59460831,43,92.13484
75.390625,56,91.9663544,3.6012764,43,92.13484
68.75,55,92.07799,3.605648,43,92.13484
68.359375,55,92.0927048,3.606224,43,92.13484
58.203125,56,92.30244,3.614437,43,92.13484
86.328125,57,92.62284,3.62698364,43,92.13484
